uniqueID,Year,"Player Name (Last Name, First Name)",Position,Height in Ft & In,Weight in lbs,Standing vertical Jump,Maximum Vertical Jump (with steps),three-quarter court sprint,lane agility drill,Bench Press test,Drafted?
314,2021,"Thor, JT",PF,"6'8""",203,31.5,35,3.06,12.19,,Yes
315,2021,"Todd, Isaiah",PF,"6'9""",219,28.5,35.5,3.31,11.38,,Yes
316,2021,"Washington Jr., Duane",SG,"6'2""",196.8,29.5,35.5,3.17,11.5,,Yes
317,2021,"Watford, Trendon",PF,"6'8""",237.4,28,35,3.27,11.69,,No
318,2021,"Wieskamp, Joe",SF,"6'6""",204.8,30,42,3.04,10.7,,Yes
319,2021,"Wiggins, Aaron",SG-SF,"6'4""",190,29.5,36,3.04,11.2,,Yes
320,2021,"Williams, Ziaire",SF,"6'8""",188.4,34,39.5,3.12,10.69,,Yes
321,2021,"Wright IV, McKinley",PG,"5'11""",192.2,31.5,38,3.08,10.76,,No
322,2021,"Wright, Moses",PF,"6'8""",225.8,31.5,38,3.15,11.2,,No
323,2021,"Zegarowski, Marcus",PG,"6'1""",180.8,30,35.5,3.11,11.47,,Yes
324,2020,"Achiuwa, Precious",PF,"6'8""",234,,,,,,Yes
325,2020,"Alexander, Ty-Shon",SG,"6'2""",200.8,28,33,3.26,11.33,,No
326,2020,"Azubuike, Udoka",C,"6'10""",259.5,37,41,3.23,11.82,,Yes
327,2020,"Bey, Tyler",PF,"6'6""",212.8,37,43.5,3.17,11.35,,Yes
328,2020,"Childs, Yoeli",PF,"6'6""",226.4,34,38.5,3.22,10.87,,No
329,2020,"Diakite, Mamadi",PF,"6'8""",222.1,28,37,3.16,11.95,,No
330,2020,"Dotson, Devon",PG,"6'0""",185.2,31.5,40.5,3.02,10.44,,No
331,2020,"Eboua, Paul",SF-PF,"6'6""",222.2,33,35.5,3.19,10.79,,No
332,2020,"Elleby, CJ",SG-SF,"6'6""",198.6,30.5,36.5,3.25,11.25,,Yes
333,2020,"Forrest, Trent",PG,"6'4""",203,28,34.5,3.18,11.04,,No
334,2020,"Green, Josh",SG-SF,"6'4""",214,30.5,39.5,3.12,10.64,,Yes
335,2020,"Hagans, Ashton",PG,"6'2""",193,29.5,36.5,3.13,10.82,,No
336,2020,"Hall, Joshua",SF,"6'6""",196.6,31.5,37.5,3.38,12.16,,No
337,2020,"Harris, Jalen",SG,"6'3""",193.4,37.5,42.5,3.11,10.59,,Yes
338,2020,"Howard, Markus",PG,"5'10""",170.8,30.5,35.5,3.11,11.21,,No
339,2020,"Hughes, Elijah",SF-SG,"6'5""",229,,,,,,Yes
340,2020,"Joe, Isaiah",SG,"6'3""",170.4,,,,,,Yes
341,2020,"Jones, Mason",SG,"6'4""",207.2,24,31,3.33,10.6,,No
342,2020,"Knight, Nathan",PF-C,"6'8""",235,23,31.5,3.31,11.56,,No
343,2020,"Maledon, Theo",PG,"6'4""",187.4,,,,,,No
344,2020,"Mane, Karim",PG-SG,"6'5""",196,31,36,3.04,11.52,,No
345,2020,"Marshall, Naji",SF,"6'6""",233.5,28.5,35,3.37,11.77,,No
346,2020,"Martin Jr., Kenyon",SF-PF,"6'6""",213.2,31.5,38.5,3.16,11.93,,No
347,2020,"Mays, Skylar",SG,"6'3""",204,29,37.5,3.3,10.65,,Yes
348,2020,"Nnaji, Zeke",PF-C,"6'9""",246.8,33,38,3.2,10.94,,Yes
349,2020,"Nwora, Jordan",SF-PF,"6'6""",223,29,35,3.43,11.29,,Yes
350,2020,"Perry, Reggie",PF-C,"6'8""",249.6,30,33.5,3.25,11.26,,Yes
351,2020,"Powell, Myles",PG-SG,"6'0""",194,,,,,,No
352,2020,"Quickley, Immanuel",SG,"6'2""",185.8,29.5,35.5,3.17,11.21,,Yes
353,2020,"Ramsey, Jahmi'us",SG,"6'2""",193.4,,,,,,No
354,2020,"Reed Jr., Paul",PF,"6'8""",219.2,26.5,37.5,3.45,12.29,,No
355,2020,"Richards, Nick",C,"6'10""",241.6,30,34,3.25,11.42,,Yes
356,2020,"Riller, Grant",PG-SG,"6'0""",178.4,32.5,39.5,3.07,11.17,,Yes
357,2020,"Scrubb, Jayden",SG-SF,"6'5""",185.2,,,,,,No
358,2020,"Smith, Jalen",PF-C,"6'9""",224.6,,,,,,Yes
359,2020,"Stanley, Cassius",SG,"6'5""",201.6,34.5,44,3.09,11.4,,Yes
360,2020,"Stevens, Lamar",SF-PF,"6'6""",228,35,41,3.2,10.35,,No
361,2020,"Stewart, Isaiah",C,"6'7""",243,,,,,,Yes
362,2020,"Terry, Tyrell",PG,"6'2""",170,30,34,3.28,10.78,,Yes
363,2020,"Tillie, Killian",PF,"6'9""",221.6,27.5,32,3.4,11.6,,No
364,2020,"Tillman Sr., Xavier",PF-C,"6'8""",266.5,26,32.5,3.49,11.8,,No
365,2020,"Wesson, Kaleb",C,"6'9""",252.6,21.5,27,3.6,11.73,,No
366,2020,"Whitney, Kahlil",SF,"6'6""",205,29,39,3.28,11.17,,No
367,2020,"Winston, Cassius",PG,"6'0""",196,24,28,3.61,11.15,,Yes
368,2020,"Woodard II, Robert",SF,"6'6""",230.2,32,38,3.18,11.1,,No
369,2019,"Alexander-Walker, Nickeil",SG,"6'4""",203.8,,,,,,Yes
370,2019,"Bazley, Darius",PF,"6'8""",208.4,30.5,37,3.27,11.09,4,Yes
371,2019,"Bol, Bol",C,"7'1""",208,,,,,,Yes
372,2019,"Bone, Jordan",SG,"6'2""",179,36,42.5,3.08,9.97,7,Yes
373,2019,"Bowen II, Brian",SF,"6'6""",200,32,35.5,3.26,10.98,1,No
374,2019,"Bowman, Ky",PG,"6'1""",181.2,27.5,33,3.26,11.11,4,No
375,2019,"Brazdeikis, Ignas",SF,"6'6""",220.8,31,36.5,3.36,11.06,13,Yes
376,2019,"Brissett, O'Shae",SF-PF,"6'7""",203.2,34,37.5,3.48,11.3,11,No
377,2019,"Brown, Moses",C,"7'1""",237.2,27,31,3.51,11.95,,No
378,2019,"Clarke, Brandon",SF,"6'7""",207.2,34,40.5,3.15,10.61,10,Yes
379,2019,"Claxton, Nicolas",C,"6'10""",216.6,31.5,36.5,3.36,11.26,8,No
380,2019,"Cook, Tyler",PF,"6'7""",245.4,27.5,32,3.28,11.32,11,No
381,2019,"Culver, Jarrett",SG,"6'5""",194.2,,,,,,Yes
382,2019,"Davis, Terence",SG,"6'3""",192.4,29.5,34,3.28,10.69,13,No
383,2019,"Dort, Luguentz",PG,"6'3""",222.2,32.5,38,3.22,10.79,14,No
384,2019,"Edwards, Carsen",PG,"5'11""",199.4,28.5,34,3.22,10.53,14,Yes
385,2019,"Fall, Tacko",C,"7'5""",288.8,22,26.5,3.78,13.01,8,No
386,2019,"Fernando, Bruno",C,"6'9""",237,29.5,33.5,3.21,11.29,13,Yes
387,2019,"Gafford, Daniel",PF,"6'9""",237.6,32.5,36.5,3.25,11.61,5,Yes
388,2019,"Guy, Kyle",SG,"6'1""",167.8,30.5,36.5,3.27,10.48,4,Yes
389,2019,"Hands, Jaylen",PG,"6'2""",180.4,33,41.5,3.12,10.73,6,Yes
390,2019,"Harper, Jared",PG,"5'10""",169.2,33.5,40.5,3.04,10.77,8,No
391,2019,"Hayes, Jaxson",PF,"6'10""",218.6,27,34.5,3.37,11.74,5,Yes
392,2019,"Hernandez, Dewan",C,"6'9""",232.8,30.5,35.5,3.28,11.46,13,Yes
393,2019,"Herro, Tyler",SG,"6'4""",192.4,,,,,,Yes
394,2019,"Hoard, Jalen",PF,"6'7""",212.6,27.5,35.5,3.34,11.44,8,No
395,2019,"Horton-Tucker, Talen",SG,"6'2""",235.4,26,34.5,3.34,11.34,10,Yes
396,2019,"Jeffries, DaQuan",SF-PF,"6'4""",215.6,,,,,,No
397,2019,"Jerome, Ty",PG,"6'4""",194.4,26,31.5,3.4,11.21,2,Yes
398,2019,"Johnson, Cameron",SG,"6'7""",205.2,30.5,36.5,3.26,10.52,,Yes
399,2019,"Johnson, Keldon",SG,"6'5""",216.4,,,,,,Yes
400,2019,"Kabengele, Mfiondu",PF,"6'9""",256.2,28,35.5,3.25,11.21,6,Yes
401,2019,"King, Louis",SF,"6'7""",195.2,29,33,3.28,10.99,0,No
402,2019,"Langford, Romeo",SG,"6'4""",,,,,,,Yes
403,2019,"Lawson, Dedric",PF,"6'7""",233,23.5,26,3.6,11.8,10,No
404,2019,"Lecque, Jalen",PG,"6'2""",185.2,35,43,3.29,11.09,1,No
405,2019,"Little, Nassir",SF,"6'4""",224.2,31,38.5,3.24,12.15,5,Yes
406,2019,"Mann, Terance",SG-SF,"6'5""",204.6,32.5,38.5,3.3,11.51,6,Yes
407,2019,"Martin, Cody",PG-SG,"6'5""",192.2,28,35.5,3.32,10.44,7,Yes
408,2019,"Matthews, Charles",SG,"6'5""",194.8,29.5,37.5,3.38,11.26,9,No
409,2019,"McDaniels, Jalen",SF,"6'8""",191.6,29.5,33.5,3.32,11.54,0,Yes
410,2019,"Norvell Jr., Zach",SG,"6'4""",206.4,24,30,3.43,11.6,,No
411,2019,"Nowell, Jaylen",SG,"6'3""",202.4,32,38.5,3.23,10.76,2,Yes
412,2019,"Okpala, KZ",SF,"6'7""",209.6,30.5,37,3.38,10.88,9,Yes
413,2019,"Oni, Miye",SG,"6'4""",205.6,30.5,38.5,3.17,11.71,19,Yes
414,2019,"Paschall, Eric",SF,"6'6""",254.4,33,38,3.3,11.63,18,Yes
415,2019,"Ponds, Shamorie",PG,"5'12""",180,29,37,3.2,11.01,0,No
416,2019,"Poole, Jordan",SG,"6'4""",190.8,28,35.5,3.27,10.59,,Yes
417,2019,"Porter Jr., Kevin",SG,"6'4""",212.6,27,34,3.14,10.82,2,No
418,2019,"Porter, Jontay",PF,"6'10""",210.4,,,,,,No
419,2019,"Reddish, Cameron",SF,"6'6""",207.8,,,,,,No
420,2019,"Reid, Naz",PF,"6'9""",255.8,26,32.5,3.42,12.03,3,Yes
421,2019,"Roby, Isaiah",PF,"6'7""",214,32.5,35.5,3.25,10.63,9,Yes
422,2019,"Samanic, Luka",PF,"6'10""",227.2,27,38,3.27,11.01,7,No
423,2019,"Schofield, Admiral",SF,"6'4""",240.6,30,34,3.37,10.77,15,Yes
424,2019,"Shayok, Marial",SF-PF,"6'4""",196.8,29.5,36.5,3.37,11.16,9,Yes
425,2019,"Shittu, Simisola",PF,"6'8""",227.2,27,35.5,3.3,11.85,11,No
426,2019,"Washington, P.J.",PF,"6'6""",230.4,,,,,,Yes
427,2019,"Waters, Tremont",PG,"5'10""",172.4,30.5,40.5,3.07,10.76,5,Yes
428,2019,"Weatherspoon, Quinndary",SG,"6'3""",206.6,31,38,3.16,11.57,,Yes
429,2019,"White, Coby",PG,"6'4""",191.4,,,,,,Yes
430,2019,"Wilkes, Kris",SF,"6'6""",208.8,27.5,35,3.34,10.39,4,No
431,2019,"Williams, Grant",PF,"6'6""",240.2,26,31.5,3.33,10.83,20,Yes
432,2019,"Windler, Dylan",SF,"6'6""",195.8,29,37.5,3.3,10.7,8,Yes
433,2018,"Alkins, Rawle",SG,"6'3""",217.4,32.5,40.5,3.15,11.5,10,No
434,2018,"Allen, Grayson",SG,"6'3""",198,32.5,40.5,3.15,10.31,,Yes
435,2018,"Antetokounmpo, Kostas",PF,"6'9""",194.8,29.5,35,3.21,12.48,0,Yes
436,2018,"Bamba, Mohamed",C,"6'11""",225.6,,,,,,No
437,2018,"Barford, Jaylen",PG-SG,"6'1""",207.6,27,33,3.31,11.39,7,No
438,2018,"Bates-Diop, Keita",SG-SF,"6'7""",223.8,30.5,35,3.17,11.2,11,No
439,2018,"Battle, Tyus",SG,"6'5""",200.2,32,37.5,3.07,11.04,9,No
440,2018,"Bowen, Brian",SG-SF,"6'6""",202,30.5,34,3.28,11.58,0,No
441,2018,"Bridges, Miles",SF,"6'5""",220.4,,,,,,Yes
442,2018,"Brown, Bruce",SG-PG,"6'4""",194.6,32.5,38,3.2,11.11,17,Yes
443,2018,"Brown, Troy",SF,"6'6""",208,26,33,3.33,11.51,5,Yes
444,2018,"Brunson, Jalen",PG,"6'1""",198.4,29,37,3.15,10.59,7,Yes
445,2018,"Carr, Tony",PG,"6'3""",198.8,25,31.5,3.17,11.89,0,Yes
446,2018,"Carter, Jevon",PG,"6'0""",196.2,29,36.5,3.18,11.04,14,Yes
447,2018,"Carter, Wendell",C-PF,"6'9""",251.4,,,,,,No
448,2018,"Diallo, Hamidou",SG,"6'4""",197,32.5,40.5,3.1,10.53,1,Yes
449,2018,"DiVincenzo, Donte",SG,"6'4""",200.6,34.5,42,3.11,10.72,12,Yes
450,2018,"Duval, Trevon",PG,"6'2""",191,34,41.5,3.18,10.93,6,No
451,2018,"Evans, Jacob",SG-SF,"6'4""",199.6,28,35.5,3.2,11.11,8,Yes
452,2018,"Evans, Keenan",PG,"6'2""",183.2,,,,,,No
453,2018,"Frazier, Melvin",SF-SG,"6'4""",198.2,31,40.5,3.08,11.24,0,Yes
454,2018,"Gilgeous-Alexander, Shai",PG,"6'4""",180,,,,,,Yes
455,2018,"Graham, Devonte",PG,"6'0""",186.4,31,37,3.21,11.28,14,Yes
456,2018,"Haas, Isaac",C,"7'1""",303,,,,,,No
457,2018,"Hall, Devon",SG,"6'4""",206.4,25,31,3.27,10.95,6,Yes
458,2018,"Hervey, Kevin",PF,"6'6""",211.6,27.5,32,3.36,11.28,4,Yes
459,2018,"Holiday, Aaron",PG,"5'12""",187,25.5,33,3.27,10.96,,Yes
460,2018,"Huerter, Kevin",SG,"6'6""",194,31,38,3.09,10.89,9,Yes
461,2018,"Jackson, Jaren",PF-C,"6'10""",236,,,,,,No
462,2018,"Jackson, Justin",PF,"6'6""",229.4,,,,,,Yes
463,2018,"Johnson, Alize",PF,"6'7""",216.6,25,31,3.38,11.83,8,Yes
464,2018,"King, George",SF-SG,"6'5""",218.6,31,39,3.29,10.75,15,Yes
465,2018,"Knox, Kevin",SF,"6'8""",212.6,,,,,,Yes
466,2018,"Konate, Sagaba",C,"6'6""",246,31.5,35,3.28,12.28,12,No
467,2018,"Martin, Caleb",SF-SG,"6'5""",195.8,29,36.5,3.26,10.43,6,No
468,2018,"Maten, Yante",PF-C,"6'7""",246.2,27,31.5,3.17,11.35,18,No
469,2018,"McCoy, Brandon",C,"6'12""",250.4,27.5,32,3.23,11.77,9,No
470,2018,"Melton, DeAnthony",SG-PG,"6'2""",193.2,31,36.5,3.23,11.48,1,No
471,2018,"Metu, Chimezie",PF-C,"6'8""",219.6,29.5,36,3.33,11.89,5,Yes
472,2018,"Milton, Shake",SG-PG,"6'4""",207.2,30,33,3.25,11.07,2,Yes
473,2018,"Mykhailiuk, Sviatoslav",SG-SF,"6'6""",211.6,30.5,37,3.15,11.25,4,No
474,2018,"Newman, Malik",SG,"6'2""",189.2,27.5,33.5,3.13,10.9,,No
475,2018,"Okogie, Josh",SG,"6'3""",210.8,33,42,3.04,11.08,12,Yes
476,2018,"Pinson, Theo",SG-SF,"6'5""",211.2,27,34,3.22,11.53,7,No
477,2018,"Porter, Michael",SF-PF,"6'10""",211,,,,,,No
478,2018,"Preston, Billy",PF,"6'9""",222.4,25,33,3.2,11.26,0,No
479,2018,"Robinson, Jerome",SG,"6'4""",188.4,,,,,,Yes
480,2018,"Sexton, Collin",PG,"6'0""",183,,,,,,Yes
481,2018,"Shamet, Landry",PG,"6'4""",188.6,31,39.5,3.11,11.26,8,Yes
482,2018,"Simons, Anfernee",SG-PG,"6'2""",183.2,32,41.5,3.1,11.27,1,Yes
483,2018,"Smith, Zhaire",SF-SG,"6'3""",198.6,33,41.5,3.05,11.02,10,Yes
484,2018,"Spalding, Ray",PF,"6'9""",215.4,26,32,3.34,11.48,12,Yes
485,2018,"Spellman, Omari",PF-C,"6'8""",253.8,28.5,35.5,3.38,12.28,8,Yes
486,2018,"Thomas, Khyri",SG,"6'2""",198.8,30,35,3.18,10.96,14,Yes
487,2018,"Trent, Gary",SG,"6'4""",204.2,33.5,39.5,3.12,11.37,12,No
488,2018,"Trier, Allonzo",SG,"6'4""",198,32,40,3.14,11.02,11,No
489,2018,"Wagner, Moritz",C-PF,"6'10""",241.4,27,34,3.18,11.48,8,Yes
490,2018,"Walker, Lonnie",SG,"6'4""",196.2,31.5,40,3.06,10.87,12,No
491,2018,"Washington, PJ",PF,"6'6""",223,27,34,3.2,11.39,3,No
492,2018,"Wiley, Austin",C,"6'8""",249.4,28,33.5,3.3,12.79,14,No
493,2018,"Williams, Kenrich",SF,"6'6""",200.4,28,33,3.19,10.86,14,No
494,2018,"Young, Trae",PG,"6'0""",177.8,,,,,,Yes
495,2017,"Adebayo, Edrice",PF-C,"6'9""",242.6,33.5,38.5,3.24,11.94,12,No
496,2017,"Allen, Jarrett",C,"6'9""",233.6,31.5,35.5,3.21,11.82,4,Yes
497,2017,"Allen, Kadeem",PG,"6'1""",192.4,33,35.5,3.15,11.24,7,Yes
498,2017,"Anigbogu, Ike",C,"6'8""",252.2,29.5,32.5,3.44,12.52,11,Yes
499,2017,"Anunoby, OG",SF,"6'6""",232.4,,,,,,Yes
500,2017,"Artis, Jamel",SG-SF,"6'6""",213.2,23.5,31,3.44,11.62,5,No
501,2017,"Bacon, Dwayne",SG-SF,"6'5""",221.6,30,36.5,3.22,11.7,8,Yes
502,2017,"Beachem, V.J.",SG-SF,"6'6""",193.4,30,37,3.26,11.18,11,No
503,2017,"Bell, Jordan",PF,"6'7""",223.6,31.5,38,3.21,10.63,16,Yes
504,2017,"Blossomgame, Jaron",SF,"6'6""",218.6,31,35.5,3.17,11.47,16,Yes
505,2017,"Boucher, Chris",PF,"6'8""",182.2,,,,,,No
506,2017,"Bradley, Tony",C,"6'9""",248.8,24.5,27.5,3.44,11.79,5,Yes
507,2017,"Briscoe, Isaiah",PG,"6'1""",222.4,28,33.5,3.38,10.95,11,No
508,2017,"Brooks, Dillon",SG-SF,"6'5""",220.2,31,37.5,3.21,11.14,16,Yes
509,2017,"Bryant, Thomas",PF-C,"6'10""",247.8,25.5,33,3.37,11.42,7,Yes
510,2017,"Collins, John",PF,"6'8""",225.2,33,37.5,3.27,11.66,15,Yes
511,2017,"Collins, Zach",PF-C,"6'10""",232.2,,,,,,Yes
512,2017,"Dorsey, Tyler",SG,"6'3""",182.6,30.5,36,3.16,10.55,8,Yes
513,2017,"Dotson, Damyean",SG-SF,"6'4""",205.2,31.5,38,3.13,11.18,13,Yes
514,2017,"Dozier, PJ",SG,"6'5""",200.6,34,39,3.15,10.84,9,No
515,2017,"Evans, Jawun",PG,"5'11""",185.2,27.5,33.5,3.21,11.34,1,Yes
516,2017,"Ferguson, Terrance",SG-SF,"6'6""",184.4,28.5,38,3.32,11.16,,Yes
517,2017,"Fox, De'Aaron",PG,"6'2""",169.6,,,,,,No
518,2017,"Giles, Harry",PF,"6'9""",232,27,32.5,3.34,11.08,5,Yes
519,2017,"Hart, Josh",SG-SF,"6'4""",209.2,27.5,35.5,3.18,11.15,9,Yes
520,2017,"Hayes, Nigel",PF,"6'6""",254.2,29,33.5,3.27,11.81,16,No
521,2017,"Hicks, Isaiah",PF,"6'7""",233.4,31.5,37,3.36,12.31,11,No
522,2017,"Iwundu, Wesley",SG-SF,"6'6""",193.4,31.5,36,3.36,11.25,5,No
523,2017,"Jackson (UMD), Justin",SF,"6'6""",219.4,26.5,31.5,3.43,11.78,,No
524,2017,"Jackson (UNC), Justin",SF,"6'7""",200.8,29.5,35.5,3.3,10.8,,No
525,2017,"Jackson, Frank",PG,"6'2""",201.6,34.5,42,3.14,10.94,9,Yes
526,2017,"Jok, Peter",SG-SF,"6'4""",202.4,26.5,31,3.41,11.34,,No
527,2017,"Kennard, Luke",SG-SF,"6'4""",196.2,,,,,,Yes
528,2017,"Kuzma, Kyle",SF-SG,"6'8""",222.6,27,34,3.25,10.72,12,Yes
529,2017,"Leaf, TJ",PF,"6'9""",222.2,29,34.5,3.27,11.55,6,No
530,2017,"Lydon, Tyler",PF,"6'8""",215,29.5,33.5,3.46,11.68,1,Yes
531,2017,"Mason III, Frank",PG,"5'11""",188.8,34,41,3.18,11.41,15,No
532,2017,"Meeks, Kennedy",C,"6'9""",276.6,28,30.5,3.5,12.91,15,No
533,2017,"Mitchell, Donovan",SG,"6'1""",211.4,36.5,40.5,3.01,11.53,10,Yes
534,2017,"Morris, Monte",PG,"6'1""",175.2,28,33.5,3.19,11,8,Yes
535,2017,"Motley, Johnathan",PF,"6'8""",238.2,,,,,,No
536,2017,"Mykhailiuk, Svi",SG-SF,"6'6""",219.6,27,33,3.53,12.4,8,No
537,2017,"Ojeleye, Semi",SF-SG,"6'5""",241.4,35,40.5,3.16,10.58,19,Yes
538,2017,"Oliver, Cameron",PF,"6'7""",238.6,28,39.5,3.16,12.17,5,No
539,2017,"Patton, Justin",C,"6'10""",229,26,30.5,3.46,11.8,,Yes
540,2017,"Peters, Alec",PF,"6'7""",232,,,,,,Yes
541,2017,"Rabb, Ivan",PF,"6'9""",219.6,28.5,32.5,3.35,12.68,3,Yes
542,2017,"Reed, Davon",SG-SF,"6'4""",206.2,28.5,36,3.34,11.37,12,Yes
543,2017,"Robinson, Devin",SF,"6'7""",189.6,35.5,41.5,3.23,12.85,10,No
544,2017,"Simmons, Kobi",PG,"6'3""",166.2,30.5,38.5,3.18,11.15,3,No
545,2017,"Sumner, Edmond",PG,"6'4""",176.4,,,,,,Yes
546,2017,"Swanigan, Caleb",PF,"6'8""",245.6,,,,,,Yes
547,2017,"Thornwell, Sindarius",SG-SF,"6'4""",211.6,27,30.5,3.36,11.48,15,Yes
548,2017,"Trimble, Melo",PG,"6'1""",195.2,24.5,32,3.27,10.75,6,No
549,2017,"Walton Jr., Derrick",PG,"5'11""",188.6,26,32.5,3.29,11.28,9,No
550,2017,"Welsh, Thomas",PF-C,"6'12""",254,,,,,11,No
551,2017,"White, Derrick",PG,"6'3""",189.8,31,36.5,3.08,10.84,10,Yes
552,2017,"Williams-Goss, Nigel",PG,"6'2""",190.2,27.5,34.5,3.19,10.42,10,No
553,2017,"Wilson, D.J.",PF,"6'9""",234.4,,,,,,No
554,2017,"Yurtseven, Omer",C,"6'10""",248.4,26,31.5,3.45,12.85,6,No
555,2016,"Baker, Ron",SG,"6'3""",212.4,30,35.5,3.45,10.77,,No
556,2016,"Baldwin IV, Wade",PG,"6'2""",201.8,32.5,38,3.19,10.45,,No
557,2016,"Barber, Cat",PG,"6'2""",173,,,,,,No
558,2016,"Beasley, Malik",SG,"6'4""",189.8,,,,,,Yes
559,2016,"Bembry, DeAndre",SG-SF,"6'4""",206.6,32,38,3.17,10.9,,No
560,2016,"Bentil, Ben",PF,"6'7""",229.2,29,33,3.3,11.16,,Yes
561,2016,"Bolomboy, Joel",PF,"6'8""",224.4,37.5,40.5,3.17,10.26,,Yes
562,2016,"Brogdon, Malcolm",SG,"6'4""",223,30.5,35.5,3.31,10.77,,Yes
563,2016,"Brown, Jaylen",SG-SF,"6'5""",222.8,,,,,,Yes
564,2016,"Chriss, Marquese",PF,"6'9""",233,32.5,38.5,3.26,11.93,,Yes
565,2016,"Cook, Elgin",SF,"6'5""",209.8,,,,,,No
566,2016,"Cousins, Isaiah",PG,"6'3""",194,30.5,37,3.24,10.79,,Yes
567,2016,"Davis, Deyonta",PF,"6'9""",237.2,,,,,,Yes
568,2016,"Diallo, Cheick",PF,"6'8""",218.6,31,35,3.26,11.24,,Yes
569,2016,"Dunn, Kris",PG,"6'3""",0,,,,,,Yes
570,2016,"Ellenson, Henry",PF,"6'10""",242,,,,,,Yes
571,2016,"Ellis, Perry",PF,"6'7""",217.8,32,38,3.13,10.73,,No
572,2016,"Felder, Kay",PG,"5'8""",177.2,35.5,44,3.15,11.52,,Yes
573,2016,"Finney-Smith, Dorian",SF,"6'6""",212.6,32.5,35.5,3.27,11.01,,No
574,2016,"Gbinije, Michael",SG,"6'6""",204.6,33.5,37.5,3.12,11,,Yes
575,2016,"Hamilton, Daniel",SG-SF,"6'6""",197,26,29,3.4,11.48,,Yes
576,2016,"Hield, Buddy",SG,"6'4""",212.4,,,,,,Yes
577,2016,"Jackson, Demetrius",PG,"6'0""",193.8,37.5,43.5,3.25,10.81,,Yes
578,2016,"Johnson, Brice",PF,"6'9""",208.6,33.5,38,3.2,11.88,,Yes
579,2016,"Jones, Damian",C,"6'10""",243.6,36,37,3.2,11.35,,Yes
580,2016,"Labissiere, Skal",PF-C,"6'10""",215.8,,,,,,No
581,2016,"Layman, Jake",SF,"6'8""",208.6,33,39.5,3.24,11.35,,Yes
582,2016,"Lee, Marcus",PF-C,"6'9""",211,28.5,35.5,3.25,11.68,,No
583,2016,"LeVert, Caris",SG,"6'6""",191,,,,,,Yes
584,2016,"Maker, Thon",PF,"6'12""",216,32,36.5,3.33,11.15,,Yes
585,2016,"McCaw, Patrick",PG-SG,"6'5""",180.8,30,38,3.3,11.01,,Yes
586,2016,"Niang, Georges",PF,"6'7""",230.8,25,31,3.49,11.64,,Yes
587,2016,"Onuaku, Chinanu",C,"6'9""",245.2,27.5,33.5,3.5,11.65,,Yes
588,2016,"Paige, Marcus",PG,"6'0""",163.8,33.5,39.5,3.15,10.82,,Yes
589,2016,"Payton II, Gary",PG,"6'2""",183.8,31.5,38.5,3.23,11.57,,No
590,2016,"Poeltl, Jakob",C,"7'0""",239,,,,,,Yes
591,2016,"Prince, Taurean",SF,"6'6""",220.2,34,36,3.24,10.96,,Yes
592,2016,"Qi, Zhou",PF-C,"7'1""",218.2,31.5,32,3.46,11.27,,Yes
593,2016,"Richardson, Malachi",SG-SF,"6'5""",199.6,33,38,3.33,10.56,,Yes
594,2016,"Selden, Wayne",SG,"6'4""",232.4,,,,,,No
595,2016,"Siakam, Pascal",PF,"6'8""",226.6,30.5,36.5,3.41,11.25,,Yes
596,2016,"Stone, Diamond",C,"6'9""",254.4,27,29.5,3.5,12.02,,Yes
597,2016,"Ulis, Tyler",PG,"5'9""",149.2,32.5,38,3.2,10.8,,Yes
598,2016,"Uthoff, Jarrod",PF,"6'8""",214.4,29,34.5,3.5,11.52,,No
599,2016,"Valentine, Denzel",SG-SF,"6'4""",210.4,27,32,3.46,10.51,,Yes
600,2016,"Whitehead, Isaiah",PG-SG,"6'3""",210,27.5,35.5,3.34,11.65,,Yes
601,2016,"Williams, Troy",SF,"6'6""",217.8,30,36,3.35,10.72,,No
602,2016,"Wiltjer, Kyle",PF,"6'9""",242.8,28.5,35.5,3.48,11.35,,No
603,2016,"Zimmerman, Stephen",C,"6'10""",234,26,31,3.43,12.08,,Yes
604,2015,"Alexander, Cliff",PF-C,"6'7""",239.2,,,,,,No
605,2015,"Anderson, Justin",SF-SG,"6'5""",230.6,38,43,3.22,11.13,12,Yes
606,2015,"Ashley, Brandon",PF,"6'7""",228,31.5,35.5,3.58,11.21,9,No
607,2015,"Boatright, Ryan",PG,"5'10""",169.6,32,41,3.26,10.71,10,No
608,2015,"Booker, Devin",SG,"6'4""",205.8,27.5,34.5,3.28,10.27,8,Yes
609,2015,"Brown, Anthony",SF-SG,"6'6""",211,27.5,34.5,3.18,10.94,4,Yes
610,2015,"Cauley-Stein, Willie",C,"6'11""",242.4,,,,,,No
611,2015,"Christmas, Rakeem",PF-C,"6'8""",242.6,29,32,3.47,11.6,9,Yes
612,2015,"Connaughton, Pat",SG,"6'4""",215,37.5,44,3.2,10.58,13,Yes
613,2015,"Cook, Quinn",PG,"6'0""",179,24.5,31,3.38,11.44,14,No
614,2015,"Dawson, Branden",PF,"6'6""",230.2,28.5,34.5,3.2,12.22,12,Yes
615,2015,"Dekker, Sam",SF,"6'8""",218.6,25.5,34.5,3.28,10.64,5,Yes
616,2015,"Frazier II, Michael",SG,"6'4""",199.4,27,35,3.32,10.66,10,No
617,2015,"Graham, Treveon",SF,"6'4""",219.4,28.5,31.5,3.3,11.64,11,No
